Amount,Term,Income,Interest,PMT,FICO,Approval
465599,452,77304,9.39,3754.083257,650,0
368542,453,46508,9.36,2962.338239,623,0
487111,454,77294,3.19,1848.825328,743,1
354805,455,98545,4.5,1626.800813,658,0
156082,456,98266,8.11,1106.128426,740,1
372817,457,101803,5.19,1873.053169,700,1
332472,458,43424,8.06,2342.276201,687,0
356046,459,47392,3.93,1500.628879,731,1
173599,460,99747,9.42,1401.155787,773,1
496900,461,111759,7.27,3208.552755,645,0
211713,462,114525,5.37,1085.356683,688,1
104364,463,47528,4.47,473.4014989,736,1
135259,464,102217,6.22,771.1277606,808,1
281431,465,62216,7.36,1832.843565,629,0
484775,466,65717,6.58,2883.744119,606,0
203077,467,117362,3.19,759.7516933,655,0
387911,468,94223,5.89,2118.179626,605,0
454078,469,46467,3.42,1756.467052,809,1
401536,470,74815,4.98,1943.924116,788,1
260025,471,62332,8.6,1930.331335,790,1
415163,472,65406,9.08,3233.540152,717,0
142672,473,86861,7.52,943.2043687,695,1
176277,474,59738,7.45,1155.882006,783,1
134711,475,81588,3.94,560.4149552,634,0
415344,476,54905,5.13,2043.878416,589,0
180523,477,117494,8.09,1268.474673,836,1
408022,478,79465,3.31,1537.570912,671,0
437834,479,59543,7.21,2788.876989,640,0
454815,480,62511,7.11,2862.774646,803,0
144429,481,116186,4.69,666.5716386,599,0
465936,482,80884,4.83,2191.537962,597,0
121480,483,95203,8.98,934.5863661,647,0
182401,484,56541,8.31,1309.525661,788,1
325272,485,104579,5.32,1633.149584,834,1
246665,486,88706,8.21,1751.313046,674,0
214927,487,57997,9.26,1698.727106,775,1
402128,488,56212,4.84,1886.503938,652,0
326062,489,44566,4.95,1552.390364,722,1
316992,490,65570,8.34,2279.653128,775,1
436177,491,67161,5.64,2277.886949,695,1
301216,492,84197,3.8,1209.052234,671,0
212134,493,117381,5.07,1024.436584,603,0
171670,494,42445,6.82,1038.854755,633,0
108742,495,42958,7.21,688.8685476,738,1
160857,496,70675,4.2,683.8816063,766,1
190276,497,50431,7.67,1269.696956,766,1
467886,498,44879,5.25,2309.660624,669,0
282158,499,43894,5.2,1382.494214,581,0
232423,500,85673,5.77,1229.261328,803,1
354522,501,78991,6.84,2145.159867,714,1
376060,502,65270,3.04,1324.639397,593,0
146226,503,49237,4.77,672.7029007,704,1
173033,504,97759,6.76,1035.802943,706,1
302507,505,43410,3.18,1087.370925,685,1
487596,506,88717,6.91,2970.302281,607,0
497112,507,75634,6.67,2940.073142,645,0
148513,508,77548,4.38,643.1099108,830,1
396714,509,55615,5.23,1941.204006,639,0
319451,510,50149,6.04,1742.533907,593,0
166305,511,46451,3.65,641.8026828,791,1
194434,512,68766,9.4,1551.626682,795,1
312864,513,114977,7.12,1950.094774,688,1
117125,514,99541,8.92,890.4173987,763,1
168375,515,45050,8.86,1271.953951,657,0
183328,516,53031,3.76,717.1699904,754,1
257565,517,48095,5.38,1281.621743,786,1
331631,518,89227,7.98,2278.910145,796,1
201028,519,112345,7.75,1345.949879,669,0
386533,520,94989,8.44,2791.569316,779,1
106380,521,59205,3.7,410.5715905,629,0
316706,522,74094,7.32,2016.212207,638,0
174469,523,64909,8.62,1283.655937,638,0
365887,524,46360,7.98,2511.04573,663,0
323186,525,58245,7.57,2116.721534,826,1
218562,526,82131,6.83,1310.175912,807,1
489299,527,72477,9.29,3854.195733,638,0
295421,528,76804,3.6,1115.694243,808,1
370332,529,58037,3.64,1406.728567,712,1
137330,530,115906,4.41,588.9723812,640,0
378821,531,81289,7.34,2411.759376,823,1
383209,532,60828,3.86,1505.319613,797,1
128964,533,92186,8.63,948.2712367,730,1
105561,534,40397,6.32,591.7593336,628,0
377728,535,72251,5.67,1940.605389,708,1
132443,536,81274,4.41,565.9557738,714,1
404143,537,90573,7.88,2735.258827,776,1
315090,538,57662,6.38,1777.776285,801,1
187370,539,55155,9,1430.771809,726,1
179523,540,102313,3.49,659.5794322,646,0
287184,541,66110,6.04,1547.844544,720,1
114450,542,44216,9,873.597703,770,1
458255,543,98984,7.21,2864.095416,846,1
292159,544,71115,5.11,1380.96558,636,0
378948,545,96232,7.72,2514.20666,753,1
178560,546,66634,3.96,706.1021199,847,1
223719,547,45132,3.63,837.180773,624,0
469283,548,88495,5.25,2259.698999,818,1
153564,549,46523,5.12,725.2485633,636,0
455135,550,114193,3.76,1736.913347,793,1
483077,551,53516,3.82,1860.746682,780,1
239367,552,50387,6.17,1307.853897,635,0
268975,553,102178,3.93,1053.653001,757,1
398353,554,88576,8.45,2863.771544,814,1
190200,555,108238,7.72,1259.471432,680,0
487575,556,112531,4.27,2014.512688,775,1
220868,557,103937,4.05,880.1786764,728,1
227755,558,80922,4.73,1010.216282,636,0
278834,559,113375,5.76,1437.264311,783,1
347637,560,95829,6.5,1979.121389,625,0
119235,561,65495,5.53,594.5564578,848,1
257876,562,98533,8.02,1765.255246,820,1
321254,563,112744,5.65,1628.233873,673,0
329910,564,73228,5.64,1669.143735,836,1
492086,565,80380,7.16,3041.644084,846,1
434967,566,100125,6.92,2609.011989,761,1
102838,567,46436,3.67,382.168708,697,1
444179,568,98729,7.15,2740.404564,669,0
166662,569,79742,4.17,672.5871575,806,1
390799,570,88966,3.54,1417.254081,749,1
274981,571,72298,5.57,1374.004055,674,0
328525,572,66866,7.79,2186.670393,768,1
242338,573,66918,4.03,953.4855948,659,0
127673,574,119106,6.8,752.8627828,783,1
209883,575,108143,3.36,734.9008374,640,0
397894,576,72299,7.36,2514.700781,669,0
329551,577,69794,9.29,2581.429237,712,1
290932,578,116751,5.33,1400.299869,676,0
107100,579,57848,4.11,425.5978877,775,1
107041,580,114172,7.84,715.7180845,618,0
404017,581,41643,9.07,3092.630339,752,0
370946,582,92713,8.55,2686.102165,602,0
158129,583,112452,9.1,1213.98391,820,1
433046,584,75756,6.91,2583.989233,655,0
354725,585,78885,3.25,1209.228949,588,0
315479,586,47329,7.45,2012.121624,646,0
306233,587,96588,6.84,1809.896623,782,1
319989,588,81187,4.38,1323.29542,667,0
320003,589,118811,8.18,2221.994336,608,0
418174,590,96939,5.54,2067.069629,613,0
486678,591,51522,7.48,3112.732315,612,0
121499,592,87589,6.53,688.8821243,695,1
271060,593,67275,8.76,2005.594825,614,0
272762,594,70277,7.8,1811.560164,584,0
202855,595,64949,8.3,1426.695046,670,0
322827,596,45035,6.85,1906.923951,764,0
352705,597,54724,5.95,1845.13156,719,1
325621,598,84757,6.55,1848.655827,700,1
450829,599,80343,8.74,3326.606831,753,1
294637,600,92883,5.86,1520.586562,762,1
152809,601,110249,8.34,1078.818192,764,1
480880,602,95783,7.16,2951.419974,654,0
337511,603,41550,7.7,2212.452773,828,0
278692,604,69097,5.59,1381.664925,756,1
186634,605,113167,5.97,977.0304104,600,0
486696,606,116939,8.22,3387.978829,682,1
467350,607,69452,5.29,2213.529892,812,1
483193,608,105188,4.48,2012.773105,596,0
367064,609,89580,6.65,2106.925283,584,0
217265,610,85035,9.45,1725.376839,633,0
152734,611,57422,9.36,1201.75039,587,0
370727,612,89023,8.64,2702.72969,708,1
466201,613,101400,4.06,1804.964291,662,0
153987,614,99135,4.59,651.5031401,690,1
454958,615,96262,5.26,2139.48317,674,0
121435,616,51988,6.62,693.312131,788,1
213079,617,108511,4.78,928.6766788,841,1
266422,618,68579,6.27,1449.950548,606,0
134343,619,94063,7.63,871.4298985,735,1
280450,620,42165,3.25,934.2046427,819,1
259101,621,102514,7.35,1623.605807,613,0
377911,622,66611,5.4,1811.565706,632,0
447163,623,69170,3.42,1535.103661,605,0
258039,624,41547,9.23,2001.534101,683,0
492570,625,60954,4.21,1946.152915,627,0
135450,626,116660,3.54,474.6626568,791,1
442506,627,98279,8.42,3144.137928,659,0
436572,628,90871,8.72,3206.408936,843,1
319145,629,78943,5.61,1575.835135,800,1
457453,630,82123,7.14,2788.250687,628,0
123093,631,61799,5.6,606.5708878,604,0
390169,632,75662,6.64,2227.036696,846,1
140357,633,73511,7.28,870.4221701,701,1
419888,634,60153,8.29,2938.089646,808,0
424049,635,74192,3.36,1429.48669,757,1
475524,636,74535,4.32,1905.747304,810,1
300082,637,77721,5.96,1556.721281,800,1
281644,638,48025,7.24,1736.66523,834,1
219469,639,69680,7.83,1454.834216,771,1
308079,640,87860,5.36,1460.365901,731,1
450627,641,99105,6.95,2675.924044,588,0
450260,642,100235,7.88,3001.627712,633,0
192516,643,75586,7.2,1180.301265,645,0
442473,644,90420,3.21,1441.66553,663,0
326758,645,78295,4.92,1442.758227,798,1
310609,646,96536,6.47,1728.282712,736,1
487819,647,101505,4.07,1862.859719,762,1
105442,648,80810,4.68,447.1165203,729,1
270533,649,83237,8.77,1994.825654,604,0
124710,650,69356,5.5,602.4208237,631,0
471244,651,105863,7.91,3150.014864,660,0
169150,652,96698,9.5,1346.983796,681,1
498085,653,65619,4.92,2193.796557,826,1
415448,654,74024,5,1853.192713,587,0
115909,655,52515,8.6,838.4815017,788,1
463470,656,45106,6.8,2692.442887,811,0
257240,657,54804,4.72,1094.843461,791,1
419969,658,101927,3.1,1328.118126,699,1
215943,659,104216,9.09,1647.169218,609,0
268844,660,54667,6,1396.139196,848,1
440251,661,79920,6.38,2413.175413,702,1
330154,662,55769,3.37,1098.839596,734,1
193665,663,117436,3.84,704.4335707,642,0
155484,664,110509,4.4,625.130756,745,1
253439,665,53115,9.31,1977.857091,669,0
435696,666,82378,3.11,1374.338734,773,1
131894,667,69381,4.34,524.1931033,596,0
311637,668,54268,6.03,1623.01558,684,1
178166,669,87568,7.26,1097.305942,606,0
147261,670,75403,6.61,832.1422076,738,1
411388,671,40007,4.95,1811.370468,632,0
311371,672,77291,4.57,1285.764505,757,1
165892,673,50054,6.28,894.8451202,630,0
280457,674,116820,4.66,1175.337568,610,0
467050,675,70386,3.81,1680.676933,784,1
443944,676,81145,6.71,2540.994988,676,0
314248,677,47679,4.13,1198.624411,720,1
402524,678,77626,6.99,2391.307094,751,1
332870,679,79377,7.48,2105.864798,755,1
354100,680,41970,5.51,1701.400683,663,0
120914,681,95136,8.06,820.7363025,772,1
182626,682,51492,3.26,588.6714379,614,0
270762,683,92458,6.8,1567.358644,831,1
346613,684,55929,9.07,2635.091526,685,0
168253,685,105290,3.39,555.7941177,735,1
322396,686,52912,3.87,1168.014108,676,0
327088,687,101945,6.52,1821.198572,709,1
287118,688,109835,8.22,1984.870339,705,1
419949,689,91081,9.48,3332.32455,654,0
188551,690,40786,6.6,1061.137318,836,1
410583,691,74388,3.1,1275.107167,779,1
252176,692,75615,5.31,1171.042471,764,1
145959,693,46233,9.08,1110.403683,604,0
415674,694,87210,4.67,1734.767644,676,0
295574,695,112966,7.89,1964.056987,765,1
293473,696,81164,4.32,1150.867861,654,0
331423,697,111015,8.88,2466.998321,695,1
401118,698,55584,5.1,1797.896622,612,0
322641,699,53550,4.72,1356.279849,593,0
215388,700,82995,6.42,1180.507765,719,1
333208,701,80069,5.21,1519.591767,669,0
198903,702,116770,6.35,1079.075025,823,1
345307,703,57928,5.91,1756.17778,592,0
173730,704,55720,8.36,1219.514182,788,1
275994,705,45878,5.75,1369.567478,590,0
190282,706,93525,9.03,1439.107682,747,1
449321,707,110772,3.06,1372.518369,846,1
333296,708,113460,8.59,2401.233456,581,0
105380,709,46796,3.8,373.3895055,716,1
478476,710,101816,3.27,1524.683833,627,0
231842,711,61629,3.62,792.4778395,634,0
145440,712,60052,5.59,703.2114604,619,0
365142,713,61426,3.74,1276.883666,849,1
406042,714,97620,5.27,1864.826354,695,1
423775,715,101627,4.9,1829.728339,792,1
347385,716,71037,6.81,2006.30106,725,1
462383,717,88752,7.1,2776.176214,765,1
203427,718,102419,6.36,1102.951958,849,1
413698,719,75121,3.08,1261.570229,589,0
112952,720,62673,8.58,812.4150258,690,1
217975,721,62360,6.95,1282.378508,607,0
113102,722,44885,3.01,339.2938602,637,0
259405,723,88276,6.42,1417.753571,815,1
253896,724,84409,8.37,1782.552784,823,1
305668,725,84145,8.55,2190.623038,729,1
408493,726,83142,3.02,1225.680649,780,1
210738,727,111624,7.67,1360.20966,831,1
496766,728,67001,5.06,2197.389849,627,0
225252,729,85477,8.96,1689.338299,838,1
307120,730,96393,7.53,1947.421295,596,0
391583,731,96496,4.02,1436.407343,808,1
357821,732,107410,8.61,2581.137679,797,1
228403,733,56446,6.44,1250.493453,640,0
289276,734,73475,8.83,2138.430506,608,0
416873,735,97894,5.39,1944.610841,618,0
417873,736,76733,5.06,1845.420498,776,1
494875,737,108202,4.24,1888.92927,767,1
302935,738,115679,6.8,1743.568472,829,1
248145,739,56441,3.89,885.3924091,780,1
202499,740,73505,6.2,1069.857673,759,1
270569,741,82488,5.47,1277.266221,789,1
499324,742,107828,3.74,1727.918505,798,1
351102,743,74449,6.81,2022.695967,671,0
101002,744,64077,9,760.4441834,754,1
377072,745,100163,4.77,1581.164574,755,1
182405,746,59524,3.53,604.0981449,850,1
331436,747,81164,6.01,1700.668891,652,0
164008,748,94687,6.72,932.7557999,607,0
212701,749,110589,6.51,1174.314392,616,0
465571,750,82840,5.41,2173.42,694,1
410212,751,111160,5.07,1809.430724,652,0
123941,752,118116,5.74,609.7033209,676,0
325573,753,100873,8.2,2238.016714,658,0
228943,754,93248,3.2,705.1925416,830,1
274502,755,74731,4.43,1080.247849,648,0
104122,756,77413,6.09,540.1815512,827,1
138904,757,96502,4.73,576.8736681,641,0
153053,758,104826,3.28,478.8236145,703,1
470574,759,62411,5.4,2190.103252,622,0
395795,760,98011,8.23,2729.63468,746,1
114339,761,87794,9.3,888.6231756,644,0
429686,762,91668,7.68,2771.443369,669,0
372561,763,86237,7.88,2463.180768,610,0
272367,764,114954,4.92,1167.970659,626,0
193791,765,57624,8.45,1371.005255,776,1
392522,766,107989,6.53,2169.942588,670,0
157975,767,73389,9.32,1230.196503,709,1
286437,768,83749,4.57,1153.084667,791,1
383266,769,117758,7.63,2455.699755,779,1
158427,770,73639,8.29,1099.95085,712,1
317405,771,44806,8.97,2380.240599,786,0
383624,772,57750,5.79,1897.148152,649,0
499506,773,118543,9.22,3848.240456,587,0
396759,774,79040,5.71,1937.053268,799,1
451144,775,57745,6.1,2339.285695,612,0
129825,776,80986,4.58,522.6899319,714,1
491550,777,40598,4.34,1892.257683,802,0
479602,778,79534,6.19,2519.969649,684,1
477934,779,118986,6.6,2665.80698,604,0
414451,780,42669,5.08,1822.046895,637,0
241830,781,58171,3.52,789.5129065,592,0
314650,782,74966,7.75,2045.433524,590,0
339479,783,50865,6.19,1782.879941,709,1
110328,784,101341,6.61,616.0263163,810,1
177673,785,46590,3.16,535.8674352,790,1
333681,786,96206,5.98,1696.947617,650,0
444382,787,98743,9.26,3437.254732,613,0
436348,788,48145,6.16,2280.258969,703,0
412303,789,70624,7.29,2525.976956,818,1
327634,790,86397,8.64,2367.14584,830,1
171743,791,68257,4.48,676.6771927,790,1
489853,792,100037,7.81,3206.951454,680,0
151004,793,53184,6.78,863.0738404,758,1
316116,794,69117,7.25,1925.995356,619,0
357949,795,90440,8.67,2594.663876,780,1
205542,796,50054,8.79,1510.124137,635,0
103966,797,114310,4.01,373.5806058,641,0
465389,798,81152,9.2,3576.04582,813,0
214216,799,101437,8.43,1510.490248,719,1
393336,800,83839,8.7,2860.529529,584,0
300509,801,96235,8.53,2143.481772,646,0
272250,802,77184,3.98,971.1980087,743,1
279322,803,112252,6.58,1550.826081,709,1
161274,804,52224,9.1,1225.816269,825,1
367766,805,40567,3.65,1224.868221,638,0
110079,806,53625,7.28,672.9508442,666,0
305251,807,58504,5,1317.861222,614,0
169073,808,93042,4.58,676.4466145,784,1
330844,809,119965,4.69,1350.596837,694,1
405389,810,103101,8.79,2977.536949,637,0
211905,811,78355,4.43,823.7732019,811,1
495691,812,58823,5.56,2351.813465,699,1
490388,813,78219,7.29,3000.923061,784,1
282993,814,102494,8.66,2048.145337,772,1
308209,815,111788,3.89,1076.079162,637,0
166171,816,108629,5.57,789.346369,793,1
467813,817,66168,5.92,2350.041361,753,1
481072,818,114623,8.66,3481.446387,794,1
190044,819,104632,8.2,1303.564263,716,1
125245,820,95678,3.99,445.7449648,725,1
448064,821,63688,3.16,1333.864613,739,1
315830,822,63628,8.02,2119.675332,666,0
455720,823,118737,5.89,2277.316522,675,0
263744,824,111615,8.42,1856.444575,843,1
164056,825,59180,6.69,924.0256369,638,0
189762,826,65041,6.16,988.506994,780,1
103128,827,86642,7.43,642.4324999,683,1
336918,828,113110,8.66,2437.752302,677,0
333025,829,57951,3.09,972.9375556,708,1
447046,830,85564,4.39,1718.395978,597,0
373731,831,53748,6,1898.748319,774,1
118987,832,113797,6.97,696.7447892,731,1
262729,833,60012,7.72,1698.353652,598,0
276487,834,71375,8.96,2068.617344,673,0
474171,835,98508,9.4,3719.846884,630,0
222603,836,109695,7.37,1375.383187,706,1
236724,837,50580,4.3,892.993022,702,1
356657,838,62153,7.99,2383.905402,824,1
184831,839,48166,7.25,1123.863855,724,1
229168,840,99380,6.46,1247.409071,622,0
268704,841,91396,6.9,1557.588884,750,1
307962,842,72711,9.19,2362.308637,677,0
376170,843,119376,5.97,1900.416929,625,0
345558,844,47018,6.06,1770.282428,816,1
312360,845,65761,6.23,1642.330285,639,0
259797,846,100449,5.8,1277.299767,827,1
137581,847,102434,7.03,811.7596019,774,1
229822,848,108706,6.41,1241.179164,807,1
406617,849,72554,5.53,1912.402586,656,0
379611,850,101440,3.26,1145.424431,703,1
348443,851,72590,3.2,1036.678466,843,1
278007,852,67288,9.39,2178.2491,802,1
367714,853,48769,6.22,1929.437737,756,1
438559,854,92629,7.04,2590.41235,728,1
449709,855,101567,8.42,3163.471627,732,1
376840,856,106012,4.53,1481.448534,612,0
433962,857,85676,6.85,2496.198867,613,0
259499,858,93970,8.12,1761.349671,729,1
358198,859,49532,3.01,1016.674504,639,0
318252,860,41089,8.34,2217.593657,639,0
479077,861,48613,3.37,1477.50309,793,1
130973,862,45439,4.34,495.7538676,828,1
364535,863,60617,8.16,2486.007931,746,1
139618,864,113836,8.97,1045.322713,590,0
180278,865,59144,8.92,1342.283287,738,1
398256,866,105947,9.1,3024.466372,596,0
171883,867,43568,5.18,760.1171813,583,0
314419,868,69808,4.9,1322.354263,625,0
109279,869,72539,9.26,844.3298624,721,1
397613,870,83348,4.44,1532.839332,814,1
230373,871,67213,4.97,980.9324579,800,1
336333,872,51251,4.56,1326.639187,776,1
266433,873,101784,8.21,1827.596614,653,0
398830,874,48464,8.73,2906.640431,832,0
106042,875,98322,6.65,592.3539768,643,0
183577,876,85109,5.12,802.5234382,808,1
426599,877,45382,8.58,3056.092895,711,0
126838,878,79634,7.93,840.7768481,776,1
300207,879,92458,5.14,1316.634645,608,0
154804,880,96695,7.62,986.7641943,843,1
233140,881,82108,7.1,1387.084886,629,0
154789,882,83322,7.16,928.4613081,835,1
441193,883,80218,6.75,2499.362342,596,0
412401,884,43655,4.73,1677.346986,808,1
107350,885,74096,8.89,796.4440365,660,0
354610,886,70183,7.04,2092.12164,658,0
471300,887,67498,3.41,1456.849089,658,0
489488,888,67970,8.87,3623.367825,815,0
394728,889,88319,6.73,2229.214908,847,1
332748,890,69171,4.55,1306.686864,634,0
260265,891,104132,7.85,1707.687375,767,1
200028,892,91975,7.18,1202.711539,610,0
147490,893,102778,6.29,780.4180738,711,1
151085,894,77311,6.45,818.8725235,704,1
383190,895,59380,7.82,2504.60268,622,0
372584,896,89486,3.23,1101.997388,617,0
153382,897,51619,7.33,940.9005292,582,0
361129,898,67231,8.01,2416.682791,827,1
336591,899,96541,4.31,1259.072082,774,1
335648,900,45638,6.33,1786.230326,621,0
499964,901,76643,6.42,2696.835812,682,1
171893,902,90368,8.23,1181.382177,738,1
357498,903,110672,6.69,2006.298771,777,1
109141,904,82031,4.92,458.835496,707,1
328145,905,71792,4.06,1165.027259,745,1
344059,906,102385,8.3,2384.367736,716,1
175037,907,108403,6.91,1013.46866,755,1
118428,908,117272,3.11,339.2762728,664,0
493641,909,68295,3.53,1560.166935,586,0
226800,910,44585,5.67,1086.526367,635,0
208655,911,110135,6.48,1135.137945,682,1
236980,912,66621,5.65,1131.38084,823,1
323755,913,98655,8.92,2409.367561,660,0
135759,914,41440,3.15,392.0743091,725,1
103460,915,55845,9.39,810.2219595,803,1
317837,916,113149,8.75,2320.549523,822,1
484302,917,71437,7.66,3100.526036,624,0
169546,918,74860,4.34,636.3324745,643,0
381764,919,50049,4.08,1358.005246,841,1
183861,920,110360,5.8,899.3127343,742,1
191352,921,87496,9.45,1507.995638,773,1
279060,922,61383,4.51,1082.87984,672,0
300198,923,99684,7.41,1860.059386,600,0
452459,924,93006,8.84,3336.899257,634,0
466000,925,69909,5.56,2189.566216,703,1
359333,926,41208,4.02,1260.73616,673,0
408907,927,68937,4.46,1570.170258,696,1
396590,928,105666,4.55,1549.983639,762,1
415914,929,50717,7.76,2696.340144,735,0
292675,930,58989,4.67,1170.589752,697,1
319339,931,86957,6.78,1813.827847,695,1
359779,932,49589,3.87,1221.026102,746,1
493225,933,69847,5.4,2253.678723,586,0
499653,934,75243,9.5,3958.091693,672,0
472380,935,71240,3.2,1373.560141,807,1
450988,936,88279,7.32,2760.334583,722,1
492819,937,56063,5.6,2329.51526,654,0
314334,938,105941,6.06,1601.594277,709,1
405079,939,67523,5.12,1760.653079,769,1
361292,940,65593,5.22,1598.645676,733,1
228848,941,40942,8.79,1678.058233,719,1
324357,942,111375,3.67,1051.204675,672,0
138335,943,44911,5.16,605.4285896,765,1
153425,944,118796,7.76,994.4126482,722,1
437500,945,70573,8.9,3247.804399,650,0
463879,946,99113,4.73,1873.798488,714,1
476654,947,93781,5.62,2259.390386,707,1
